sample_id,unit_id,unit_type,stratum,text,text_sha256
training-20260915-s1,33835348:p00186,paragraph,near|dpi,• Shared infrastructure and services operationalized by Government that enable digital public service delivery (Number),fb778afb7382f69f5f764226c7558e2c895a6686bb77b564a7ee23f61eeae628
training-20260915-s1,33835348:p00208,paragraph,near|access_connectivity,"35. This subcomponent will address key demand-side barriers that hamper access to digital services. It will focus on underserved communities, especially rural areas (including in climate hotspots), women and girls (for example, through women's associations), and vulnerable groups that would stand to gain the most from increased access to e-services (for example, equipping centers for persons with disabilities, registered association and cooperatives) as well as user groups in priority sectors (for example, education). Activities financed will (i) boost awareness of the benefits of digital access and usage, (ii) increase access to broadband-compatible devices,82 and (iii) expand digital literacy to enable wider basic usage of smart devices and e-applications as well as maintenance of digital devices. Schemes launched will also seek to complement other World Bank-financed projects. Activities financed will first be tested, adopting an iterative approach, before scaling. Activities to be financed under this subcomponent include the following:",7f75f0235959b74bcb9f9288eabe5fcde08d4c4c21e4f8a61586e0106a06a087
training-20260915-s1,33835348:p00230,paragraph,near|cybersecurity,"(e) 2.2.5. Cyber resilience and data protection. This supports reinforcing cybersecurity and data protection to safeguard digital services and the digital economy: (i) developing cybersecurity standards, compliance, and auditing framework for the public and private sectors; (ii) building the capacity of the national CSIRT and IT officials across the public sector to conduct threat intelligence and prevent, mitigate, and respond to incidents and attacks; (iii) establishing an independent data protection authority; (iv) developing data protection standards, risk assessments, audit frameworks and regulations; (v) building capacity of data protection authority staff and data protection officers across the public and private sectors; (vi) facilitating the establishment of formal training and educational programs for the wider population, including for school students at different levels, with a particular focus on university-level and female students; and (vii) organizing public awareness campaigns.",acb1987b31f1178fe8b3929c571a0d54a562bb04ff2d107275a7ddde3c46c355
training-20260915-s1,33835348:p00243,paragraph,near|access_connectivity,"(a) Individuals. Broadband connectivity and digital access investments will aim to reduce the spatial and gender digital gaps identified. Beneficiaries of local connectivity and digital access enabling schemes will primarily be underserved rural communities,102 particularly those correlated with higher poverty levels and/or vulnerability to climatic shocks (30 percent of beneficiaries in 'climate hotspots'), and thus merit use of public funds to catalyze both expanded network coverage (to at least 15 percent of the Burundi population) and provision of demand stimuli. Digital access initiatives will also target specific vulnerable communities that are currently underserved: (i) women (for example, through women's groups), (ii) indigenous populations, and",e68de6bb061c0658888906307c853505b9b8eecc42106ca7cb9efca503dd3bfe
training-20260915-s1,33835348:p00489,paragraph,near|drm_ews,"• Activity 2.3.1. An SMS notification system that can support sharing of early warning or disaster response information, will help build preparedness to climate shocks (US$0.2 million).",19a3927d7382404e044622909c3ab59048e3ad36625084a05837c43577471d82
training-20260915-s1,33835348:p00499,paragraph,near|mobile_towers,mobile network energy efficiency (ETSI).,f1ea271568fbb8e58998c038b0861452858466b09064d8dd38c6ab9b4bd568cd
training-20260915-s1,33835349:p00191,paragraph,random,"34. Subcomponent 1.1.(c) will finance the design, pilot, and evaluation of programs to enhance adoption of broadband services by specific groups of end users in Project areas. The NTA will design these pilots in partnership with the private sector, civil society, and development partners. The Subcomponent will finance (a) procurement by NTA of (i) broadband services; (ii) devices; and (iii) associated training, to benefit eligible individuals and households (e.g., low-income and women-headed households, individuals belonging to socially vulnerable groups, school going children, persons with disabilities; eligibility will be defined based on specific, transparent, and verifiable criteria); and (b) the evaluation of the impact of these pilots, and identify opportunities to scale them up through the RTDF or other development partner programs in the future.",78fb4eeb78d41be4a2638d87509f7706a71bbd2839fb7639063ba734c9655713
training-20260915-s1,33835349:p00224,paragraph,near|data_hosting,"(b) The supply and installation of information technology and related (power, cooling) equipment and services (telecommunications, operations and maintenance) to make new DC locations operational. The estimate is for a need to activate 10 MW of DC capacity nationally by 2027. The Project will not finance land acquisition and does not foresee significant civil works. The DCs would be designed to meet global standards in terms of (a) cybersecurity; (b) resilience to climatic events such as flooding (e.g., through appropriate site selection, drainage), and (c) resistance to seismic activity through appropriate construction techniques. The DCs design will also factor in energy efficiency to ensure that energy consumption is minimized and hence reducing the carbon footprint of the DC capacity activated. Where feasible, renewable energy will be used to power the DCs.",10c2bee29cdd671f5a8dd9c26a6fd217e178b52b2b35f011778e43de1f2f284d
training-20260915-s1,33844146:p00137,paragraph,near|submarine_cable,"13. The landing of a new submarine cable in the North and South of the country will provide an enormous opportunity, if gaps in middle and last mile access can be solved. In addition to two existing international undersea links (SEACOM and EASSy), a third is under development (2Africa) which will include the country's first landing point in the north, in Nacala. Taking advantage of the massive increase in international capacity and falling international connectivity, prices expected will require competitive, high-capacity terrestrial backbone and access networks to carry the traffic around the country and to Mozambique's landlocked neighbors. The country currently lacks a robust, unified, affordable, open-access backbone infrastructure, with existing links concentrated primarily in major urban areas and inter-city routes, with fiber reach limited in the rest of the country. Mozambique has limited metro/access networks, and wireless networks are the primary technology for last-mile access. High speed broadband services are limited to provincial capitals, major cities and development and tourism centers along the coast. 3G or higher network signals reach only around 61 percent of the population. About 200 villages, representing a population of approximately 1.97 million people, still have no cellular coverage,31 and the Northern provinces, in particular, are underserved.",28e51fd59a3eb9e8f5ce5d5ee6c5b583eb30d1d27d1eecee78cfb5c9d4397cbd
training-20260915-s1,33844146:p00139,paragraph,near|mobile_towers,"14. Several factors hamper operators' ability and willingness to invest in network upgrades and expansion in rural areas. High deployment costs due to the difficult terrain and lack of supporting infrastructure, including electricity 32 and roads, coupled with low expected commercial returns due to low population density and incomes, render services commercially unviable in many rural areas. In addition, a legacy of operators investing in proprietary network deployments and lack of adherence to infrastructure quality and robustness standards has prevented widespread adoption of infrastructure sharing, despite recent enabling regulations. The result has been duplication of infrastructure on heavily trafficked routes, while others are left unserved.",c7bfcb7a09a033f5efe67744966a60bfc885462a2f938750bcdaec0faaa1df09
training-20260915-s1,33844146:p00141,paragraph,near|access_connectivity,"16. A number of demand-side barriers also explain low service adoption and low demand for digital infrastructure and services expansion. Around half of the population that have access to broadband networks do not currently use the services. More than 70 percent of this group cite affordability of services and devices as a primary barrier, given low purchasing power (see Figure 238). While Internet data tariffs are trending downward, the price of 1 GB of data as a share of the average monthly income was 8.7 percent in 202039 - well above the global affordability target of 2 percent (see Figure 3). Prices of Internet-compatible devices are also unaffordable to most Mozambicans, with an entry-level smartphone costing 39.8 percent of the average monthly income in 2021 (see Figure 4), resulting in very low ownership of smartphones and computers (at 7 percent and 2 percent, respectively in 2019). Low levels of basic digital literacy is also a significant barrier, with 14 percent of those offline stating that they do not know how to use the internet. The perceived value proposition is also a challenge given limited availability or knowledge of relevant digital content and services available in local languages. Incentivizing investment on the supply-side will need to go hand-in-hand with initiatives that seek to boost demand to stimulate uptake and productive use of digital technologies. Digital financial",3ff74ae0b3236aae2aa431eee30bd3bfd847634154c1ecdba1c867a2ee741a5d
training-20260915-s1,33844146:p00154,paragraph,near|cybersecurity,"23. The GoM will also need to enhance cybersecurity and data protection capabilities to reduce growing vulnerabilities and risks to government networks, systems, applications and data and to build trust in online transactions and services. Mozambique currently lacks comprehensive data protection and privacy or cybersecurity laws, as well as corresponding regulatory and implementation capacity, though existing laws and Constitutional provisions do address some elements of personal data protection, cybercrime, computer fraud, data interference, computer misuse and electronic transactions. The EDGE project will provide support to strengthen the legal framework on cyber and data protection, but gaps will remain with respect to corresponding regulatory frameworks and implementation capacity. This includes identification and protection of critical infrastructure and systems and establishment or capacity building for priority sectorial Computer Security Incidence Response Teams (CSIRTs) in addition to strengthening the capacity of the national CSIRT as identified in the National Cyber Security Strategy. Mozambique's ability to benefit from increased digital transformation will depend on building the required human capital and developing the digital skills of the future workforce.",865fb6b453f8b4d927cc8175ab9a8e226c05d72b8a26cc9e6c1114965fbb520c
training-20260915-s1,33844146:p00197,paragraph,near|access_connectivity,"37. This subcomponent aims to accelerate broadband uptake and increase participation and inclusion in the digital economy, by addressing demand-side barriers to uptake of digital tools and services . Particular attention will be given to ensuring that the most impoverished communities, including in remote rural areas and areas vulnerable to climate stress, women, and marginalized groups, are prioritized. Activities will target areas covered by broadband network expansion under subcomponent 1.2, as well as some secondary cities and peri-urban areas where connectivity networks and digital services exist but a significant usage/uptake gap remains. They would first be tested as pilots in selected communities, adopting an iterative approach before expanding operations. Activities to be financed include:",958b50e67f559b370980d7039689950a02a7ba19cdd6be56e8670a4b4686dc3d
training-20260915-s1,33844146:p00215,paragraph,near|cybersecurity,"(d) 2.2.4. Strengthening cybersecurity resilience and bolstering the protection of critical information infrastructure (CII). Building on reforms initiated under the EDGE project, this sub-component will support the enhanced protection of central cybersecurity capacities and sector specific CII, including Government's information systems and networks, and will enhance threat intelligence, monitoring, prevention, and response capacities. It will include support for: (i) enhancing the institutional and governance framework for overall cybersecurity and CII protection in Mozambique, including national information security standards and compliance frameworks; (ii) enhancing technical and operational capabilities through investments in hardware, software, platforms, systems and office space for the National CSIRT, the Government CSIRT, other sectorial CSIRTs and associated Security Operations Centers (SOCs), including support for the definition of software needs and associated training; (iii) design and delivery of capacity building and awareness raising programs for various audiences, including training for key stakeholders, facilitation of cybersecurity professional certifications, exchange programs and participation at industry conferences; and (iv) establishing international partnerships and collaboration with other cybersecurity agencies, CSIRTs or relevant associations.",8fa8ddbf46b0d7f50f25a1cf1bec4ce2b87f40b3b987fe54cd81425384f3fb58
training-20260915-s1,33844146:p00279,paragraph,near|access_connectivity,"• Digital access initiatives, including public connectivity access points, schemes for affordable smart devices and digital skills programs will form a critical mass of digitally enabled citizens that can improve the financial viability of the investments made by operators in 'white' and 'gray' areas and for continued investment in Component Sustainability Mechanisms network upgrades, expansion, and maintenance commercially viable. Related public revenue raised on the back on private sector expansion can in turn be re-invested in new public access and services schemes.",6038c351432c1e0c18e2a8f60ec27e66eff83755c18e932d5940a963daf4beaa
training-20260915-s1,33862093:p00172,paragraph,near|access_connectivity,"27. This subcomponent will address the access gap in rural and remote areas, and will support digital access inclusion, especially for women and PWDs. While the project primarily focuses on improving access to broadband connectivity in urban and peri-urban areas, where access to electricity is generally available, this subcomponent will support the government's innovative approaches, elaborated below, to promoting inclusive access to broadband for underserved and marginalized communities.",f41e2b17fb05e5c88ec80637da082f28242bbeac0fe58d5eec6f99c76f7db3b1
training-20260915-s1,33862093:p00175,paragraph,random,and business models for rural broadband deployment. The objective of these pilots is to develop a proof of concept for an MFD approach that could inform subsequent possible scaling up to narrow the urban-rural network coverage gap.,284715aca1adfa3ac6df5f16ff0e67dc50c6f613ca81810af1c73e078c30c72b
training-20260915-s1,33862093:p00188,paragraph,near|drm_ews,"36. Climate Resilience. This activity will finance to enable data-driven climate adaptation measures at various stages of the climate early-warning communication value chain, focusing on early warning system (EWS) communication infrastructure deployment, early warning information generation, and last-mile information dissemination. The activity will strengthen digital communication systems across the climate information value chain underlying Emergency Operations Center (EOC). It will be housed within the National Disaster Management Agency (NDMA) to facilitate the EWS for reliable information delivery and communication with other government offices, local councils, and citizens. For the back-end communication system for EWS, the project will finance the purchase of servers, data storage, and back-up and recovery systems to operationalize the EWS to facilitate seamless data exchange with subnational, national, regional, and international partners, and to ensure secure data management practices. For climate early warning information generation, the project will finance multistakeholder-based capacity development workshops for government offices, Mobile Network Operators, and nongovernmental organizations (NGOs) to adopt the Common Alerting Protocol (CAP) standard. And for effective last-mile information dissemination, the project will finance the inclusion of weather information as one of the services to be available under the Government Service Platform (GSP). Weather information from the meteorological system will be interfaced with the GSP and formatted to be available as user-friendly messages sent to citizens through text messages (for example, Unstructured Supplementary Service Data [USSD]), voice-based services (such as Interactive Voice Response (IVR)), and mobile and Web-based interfaces like WhatsApp and Facebook Messenger.",2b9525899cb71fb888cae8169df791b34cc0d0d37df420b0bea280cfc3f92836
training-20260915-s1,33862093:p00216,paragraph,near|data_hosting,"52. Shared data hosting solution/government cloud. The project will finance a TA to conduct a gap assessment of government data hosting and storage infrastructure; and to develop recommendations on the technical architecture and operational design needed to address existing core infrastructure gaps, including the development of blueprints to guide government-wide implementation for shared government data infrastructure with disaster recovery capabilities. The TA shall provide recommendations on policies, processes, and standards to support the set-up and operationalization of shared government data hosting and storage infrastructure, such as a cloud-enabled data center which serves to provision data and application hosting to MDAs.",616208d7a6064f4135f8cdb8091c8d32a3159708a8b7e1a7dd8c163df9ba3b1b
training-20260915-s1,33862093:p00243,paragraph,near|access_connectivity,"65. This project takes a comprehensive approach to stimulating digital adoption from both the supply and demand ends. Global lessons point to the need for layered interventions that tackle all of the key access barriers related to affordability, readiness, and relevance—including accessible DAPs, affordable data services, digital literacy, digital public services, attractive local contents, and universal/inclusive design. The project will apply lessons learned from experiences in other African countries, including designing digital literacy and digital skills training schemes for disadvantaged youth, women, and PWDs, like the Digital Jobs program in Nigeria; last-mile connectivity support from Ghana and Malawi; as well as other global experiences.",996fe541d4900fb40313616137d0b2eb17df56b3b2584d54adfd0af0ef6194ef
training-20260915-s1,33937854:p00146,paragraph,near|data_hosting,"20. The growing supply and use of digital services and expected increase in users will need to be supported by enhanced capability of the ARSAT data center. The government provides shared infrastructure services to government agencies through ARSAT, which owns a medium-sized data center. As data use and digital government services expand, ARSAT will need to expand its capacity to meet increased demand and provide new and more secure cloud computing, hosting, and housing services, which are expected to lead to cost savings for the Government in the medium term. Cloud migration has led to up to 80 percent in cost savings related to IT infrastructure maintenance in some developed countries. Data centers and computing capacities are essential inputs for the public sector to leverage Artificial Intelligence (AI), big data analytics and other data-related technologies that are increasingly implemented in the management and delivery of public services. Additionally, the local data infrastructure is increasingly vulnerable to climate-related events, as the effects of climate change risks affecting the AMBA area have become more severe, especially through increasing flooding, heatwaves, and extreme precipitation events. These risks have the potential to damage the elements required for those data centers to perform, such as cooling systems, and need to be upgraded to ensure their resilience. Under this projected scenario, it is necessary to ensure all data infrastructure can withstand these events and that proper measures are in place to ensure increased climate resilience and continuity of key digital services.",7706e2174c79c7360249069c34f95fd3e632ca8ca2e141681309e2d156b94db2
training-20260915-s1,33937854:p00189,paragraph,near|data_hosting,"42. The data centers will be self-contained modules or containers that will be installed on available government sites. The modules considered have the basic infrastructure distribution included (energy, cooling, networking) and need the external connections to secured energy, network, and water supply. Each module will have general cloud services available, HPC capabilities, and local storage.",e8c8fde0cd5091640e0fb830e846acf03a9914f48b04a0d3f2643e887bc0bb13
training-20260915-s1,33937854:p00194,paragraph,near|drm_ews,"these additional facilities will enable communities to adjust and prepare for climate change consequences. They will provide the storage and computing power to monitor and forecast weather, but also develop alerts and response plans to climate change events. These activities will increase local climate resilience, which will be more impactful for vulnerable populations, the most affected by climate-related disasters.",8c585c17b5aedb0e40a90c822c9b9880cd218b6660be02d917507181e5e0fc98
training-20260915-s1,33937854:p00434,paragraph,near|mobile_towers,"6. The infrastructure to be deployed includes all network elements required to provide end-to-end connectivity to final users covering all households in the most concentrated areas and relevant buildings (i.e., schools, health facilities, community centers, etc.). The network may comprise the following core elements:",773a155da9a538f093e0e8766dd698ea3dfc072bd410061bc9b3ce642ba0bad7
training-20260915-s1,33937854:p00435,paragraph,near|fiber,a. The backhaul link to connect with the IP backbone. It may be supported either on optical fiber or high- capacity microwave links. Satellite connectivity will be considered only for remote localities.,60ca1d33cefbcdecf72f70e06b7108c6aabee63bbc2aece298694cf4d00efab8
training-20260915-s1,33937854:p00436,paragraph,near|mobile_towers,"b. Access Node (i.e., the 4G/5G base station in the case of mobile networks, or the Optical Line Termination in the case of FTTH network) supported on 10 gigabits per second Passive Optical Network (xGPON) technologies, including routing and switching elements as well as the physical infrastructure to support it. Other elements to provide value-added services, such as IoT solutions, could be considered in future stages.",f19a4ada220a6b7029001d275d74e487fc54785b732ce8efd04da72b72e772f2
training-20260915-s1,33937854:p00438,paragraph,near|fiber,"c. Distribution network (applicable in the case of wired networks). Cable laying could be deployed on aerial installation using existing poles (i.e., poles from energy companies) or new poles. Other components, such as splitters, will also be installed on poles.",c4e0af11426ef7b242d5b1c2a5a01becaad76ef38bd8ea92776c79432fe119af
training-20260915-s1,33937854:p00447,paragraph,near|mobile_towers,"a. Localities with a high population dispersion and between 100 and 400 inhabitants. In this cluster, the local wholesale operator will deploy and operate the infrastructure to provide wireless connectivity. This includes tower or pole and power system, to support wireless network implementation, as well as a backhaul link to connect with the national backbone.",4750ade1d53a6388dcd786745437b4c00340e9da617501590eede8e99a65b612
training-20260915-s1,33937854:p00472,paragraph,near|fiber,"20. The model considers: a) the installation of 286 towers to provide fixed wireless connections, including mobile, b) the deployment of 3,020 km of transport optical fiber from the nodes to the localities, and c) 4,937 km of optical fiber networks within the towns. These calculations are based on the technical reference model, which may vary according to the mobile/fixed and wireline/wireless mix ultimately implemented.",382838d581f5d8dbb98f49edaf50a971cec3a7f91af82cc99962409d02a23fdd
training-20260915-s1,33937854:p00504,paragraph,near|data_hosting,"Includes water cooled racks to enable high power consumption equipment, such as the ones needed for HPC. The deployment of the modules requires a solid basement and protection from external factors. Each module will have the general cloud services available, HPC capabilities and local storage. Data replication in the contingency sites will be included, as also remote data copied locally to accelerate data access.",ba9eae0e96538061a4bede56002f54c6e670d9ae78c59d1f1c9bdb97a205f693
training-20260915-s1,33985963:p00143,paragraph,near|dpi,Digital Public Infrastructure and Digitalization of Health Sector,86eb05b12269c04377842c055ac807725c524223ae9edb0d425487504a0aad9b
training-20260915-s1,33985963:p00149,paragraph,near|dpi,"15. Bringing progress in digitalizing services to the next level will require strengthening digital public platforms, anchored in well-defined principles and standards of interoperability and data exchange and storage. As of now, digital public systems are duplicative, costly, and not interconnected. As the World Bank Senegal Digital Economy Diagnostic highlighted, challenges go beyond the lack of an interoperability framework and include: (i) lack of uniform requirements for the implementation of e-services; (ii) unresolved problem of electronic identification and authentication of users in the provision of e- services; (iii) low level of maturity of procedures that do not offer transactional aspects, such as online payments; and (iv) insufficient trust of users in digital interactions; etc. Cognizant of these constraints, one of the SSN 2025 objectives is to implement an efficient and trusted user-centric e-services platform that can facilitate the delivery of accessible, transparent, secure, and affordable public services. Such a platform will allow the reduction of maintenance and operating costs and enhance systems' security, while enabling effective data exchange between public entities. Data from various ministries, departments, and agencies (MDAs) are expected to be stored in the government cloud hosted by a Tier- 342 national data center (inaugurated in Diamniadio in June 2021), thereby achieving digital public infrastructure optimization by reducing the need for the constant purchase of servers and operating licenses across the GoS.",0465f5861e3ed48b5dff4a04611081075620ed52354dbe30f52d8142160ea510
training-20260915-s1,33985963:p00205,paragraph,near|fiber,"37. In this context, building on the NBP priorities and ongoing consultations between the GoS and private operators regarding key missing links of the national fiber optic backbone and the private sector's ability to support their deployment, this Sub-component will finance a TA package and the construction of the priority missing links under a PPP model, with a focus on extending the backbone towards rural areas. Based on the NBP, and in coordination with ARTP and the private sector, MCTEN has identified 429 localities to be interconnected to the national fiber optic backbone, eligible for a public catalytic financing. This number will be confirmed in the ministerial decree defining the localities eligible for public co-financing, currently in the final stages of validation by the GoS.",5570947bd38050a9bff7ad5fbc09fae5a3e4071d64dc8e023b516c534e721e72
training-20260915-s1,33985963:p00240,paragraph,random,"(a) Industrializing the life events approach, that is, generalizing it across all sectors based on a homogenous and unified methodology to guarantee a user-oriented transformation of public services. This will include TA support to design such a methodology and develop implementation tools, including mapping the users' path and related procedures, preparing proposals for the simplification and digitization of publics procedures, and elaborating a methodological guide of the life events approach. The project will also finance the design and implementation of a barometer to measure the use and complexity of life events.",3f5006ec4608a15f0be4f0d3d209064f7995b39e088da2a1b1c87551ddbb5b01
training-20260915-s1,34022655:p00176,paragraph,random,"Need to boost digital skills, and access to affordable devices and to regional and global markets to position Kenya as a regional digital hub",a1f8763c203efd52552558d18c13e7698e0808adc9c861f2a53a0560eb22d1c5
training-20260915-s1,34022655:p00322,paragraph,near|cybersecurity,"d) Strengthening cybersecurity capacity, including through design, set-up and operationalization of a security operations center for Government (GovSOC) to provide visibility, response, remediation and cyber resilience to cyber-attacks and protection of key government applications across the region.",1e6c10aac54ae1808f58539fe24472878799d3af54347df2911c8bf7e99ca321
training-20260915-s1,34022655:p00392,paragraph,near|access_connectivity,"71. The project places a strong emphasis on 'digital inclusion', bridging the digital divide, by empowering women and girls, PWDs, and vulnerable communities in rural and underserved areas. Digital access initiatives will be geared toward encouraging adoption in rural and underserved areas, where uptake of broadband and access to digital services is lagging. Moreover, all community connectivity access schemes, including public Wi-Fi hotspots, connected schools, universities and TVETs, as well as ICT equipment and software funded through the project, will be designed to ensure access for women and PWDs (for example, through ramps to public offices, women-friendly opening hours, gender-appropriate locations, accessible websites etc.). Gender- and PWD-sensitive approaches to all digital skills programs will be adopted (for example, leveraging female trainers and access-enabled devices). Data on connectivity disaggregated by gender, age, and location, will also be recorded to monitor and track progress on key parameters of digital inclusion.",0f2a07a5f9e7414a406111b061eb69ec9b552cc1e245753fbc561580173e9f82
training-20260915-s1,34022655:p00490,paragraph,random,Improve the quality and delivery of education and selected government services,74b77c9176eb98a72acae09aef514159e15c797293fc7114dfb72e95aca5737c
training-20260915-s1,34049898:p00390,paragraph,random,e. Component 5: Led by the PMU.,26511f31b5c73f9d050b469d7364bd9674aa7e7eb589b4181d5cdd9338cfda5e
training-20260915-s1,34049907:p00143,paragraph,near|submarine_cable,"9. Lingering infrastructure deficits still exist along various segments of the broadband value chain, which prevents the region from expanding network coverage and meeting growing demand for bandwidth. Being located by the Red Sea, which is a thoroughfare for many major international submarine fiber-optic cables, the region is set to benefit from growing access to international capacity in the years ahead. However, countries such as South Sudan rely on their coastal neighbors to access this capacity (for example, through the numerous submarine cables landing on the shores of Djibouti, Somalia, and Kenya). Although some countries in the region have well-developed fiber-optic backbone networks that cost-effectively transmit and distribute high volumes of internet traffic nationally and to their inland neighbors (for example, Rwanda, Uganda, and Burundi), some countries still need significant upgrading or expansion of their existing networks, while others are missing key segments of related network infrastructure altogether. For instance, in Somalia and South Sudan, lack of terrestrial fiber within the countries, particularly in borderland areas, limits them from accessing cross-border connectivity with neighboring countries such as Kenya (Figure 1).",2b2452163005b2ea0f95b3d24c59f9e63601da77ffb3a9ceffe82c6a1727661e
training-20260915-s1,34049907:p00224,paragraph,near|fiber,"45. This subcomponent will support the deployment of key missing cross-border and backbone fiber links to improve the resilience, coverage, and integration of regional connectivity networks. Support will be provided to deploy upward of up to 7,000 km of fiber network in Somalia and South Sudan, covering strategic cross-border and national backbone network links as well as their extension into borderland areas, with a view to creating an integrated regional backbone network allowing for low-cost and quality transmission of capacity throughout the region. Financing support will be provided to operators who will be expected to co-finance, design, build, and operate the network infrastructure. Infrastructure deployment will be based on key principles of providing services on an open access basis, while offering reasonable wholesale rates to support affordable service expansion to be detailed in a Commercial Transaction Manual (CTM) (disbursement condition). The CTM will be developed through in- depth industry consultations to identify sustainable commercial models for each of the priority routes and will include the: (i) guidelines for developing the deployment options including public private partnerships or other models with the operators (in particular for ensuring optimization of the Recipient resources in those partnerships), (ii) obligations of the operators in return for the contribution from the Recipient (iii) principles to follow to ensure open and non-discriminatory access to the infrastructure built through the project (iv) the principles which ensure reasonable prices for the end-user, (v) necessary amendments to the regulatory environment and (vi) template form of the agreement. The CTM will be developed in line with the activities under subcomponent 1.3 involving the ministry and regulator. Project financing will cover the following:",4df4dda84f996ef13dc0c6f41ed8536590f37617c18381527006f1feb3d443f0
training-20260915-s1,34049907:p00546,paragraph,random,(a) TA and training to establish and operate a regional cybersecurity coordination platform (regional virtual Cyber Incident Response Team) for officials at the EAC and IGAD. This will be complemented by TA at the national level for South Sudan and Somalia.,8e12cea6a3fdf5fb8629544856ec350aba75134921d896da5ae73b1b134291b4
training-20260915-s1,34049907:p00581,paragraph,near|submarine_cable,"existing/forthcoming international submarine cables landing along the coast. Existing capacity is therefore underutilized. Network gaps also limit Somalia's ability to serve landlocked neighbors, such as Ethiopia and South Sudan, further inland. To date, fiber-optic networks have been deployed in parts of Somaliland, Puntland, and the Mogadishu metropolitan area. However, this still leaves vast parts of Somalia unconnected—particularly, southern and central parts of the country, where elevated security risks continue to inhibit fiber deployment, resulting in the use of microwave links that limit transmission capacity and quality. Critical missing terrestrial fiber links include the north-south trunk, a west-east connection between Somaliland and Puntland, and fiber routes to the Kenyan border in the south (Figure 3.1).",ddcd1e9e3b7e5052c6f90f7ce5f51be1ec897c76d6911d62e426862c9f48f022
training-20260915-s1,34049907:p00678,paragraph,near|data_hosting,"(c) Financing for deploying resilient and agile hybrid (cloud and on-premises) data hosting solutions, consolidating data hosting for the Government, and climate proofing-related solutions to prevent data loss",ee7a07d54307742ae241a38877c9febfbdb406f69300e35bcf028a921a3d9d45
training-20260915-s1,34194833:p00154,paragraph,near|mobile_towers,"Commercial Transaction Manual (CTM). Operators will be expected to own, co-finance, design, build, and operate the network infrastructure. Infrastructure deployment will be based on key principles of flexibility, technology neutrality, providing services on an open access basis while offering reasonable wholesale rates to support affordable service expansion to be detailed in the CTM. Project financing will cover the following:",19246ea6bd4b695fc8b3863ab724c010e1c2923f0a2c4e7f4fac9121f7fc999d
training-20260915-s1,34194833:p00292,paragraph,random,"68. Communities and individuals who believe that they are adversely affected by a project supported by the World Bank may submit complaints to existing project-level grievance mechanisms or the Bank's Grievance Redress Service (GRS). The GRS ensures that complaints received are promptly reviewed in order to address project-related concerns. Project affected communities and individuals may submit their complaint to the Bank's independent Accountability Mechanism (AM). The AM houses the Inspection Panel, which determines whether harm occurred, or could occur, as a result of Bank non-compliance with its policies and procedures, and the Dispute Resolution Service, which provides communities and borrowers with the opportunity to address complaints through dispute resolution. Complaints may be submitted to the AM at any time after concerns have been brought directly to the attention of Bank Management and after Management has been given an opportunity to respond. For information on how to submit complaints to the Bank's Grievance Redress Service (GRS), visit http://www.worldbank.org/GRS. For information on how to submit complaints to the Bank's Accountability Mechanism, visit https://accountability.worldbank.org.",62037f89cd6743dfe25a00a0362cc5ee461ad65c5b9b55aeee61a38de166a8a4
training-20260915-s1,34196069:p00238,paragraph,near|dpi,"(b) (GA, GUI, GB, and MA) Establishment of cross-cutting enablers for digital government or core layers of digital public infrastructure such as payment platforms, electronic signature, and data exchange platforms. Activities include TA to support review and update of policies, legislation, and regulations considering continental and regional frameworks, feasibility studies to design and implement the digital public infrastructure, and financing of equipment, tools, and platforms and related capacity-building training of government officials. When needed for the development of key public digital services, assessment and feasibility studies for digital identification may be considered.",da4f48698e24396becf37889d44e43bab37a75d0fb5513505a2b1cbff1bc04ab
training-20260915-s1,34196134:p00229,paragraph,random,"87. The POM will define in detail the key policies and procedures relevant to Project implementation to be followed for ensuring due management and administration of project implementation as well as management of project resources. For the 2.1. Incentives (professional training, equipment, operational cost) sub-component, the Borrower (via the MDT/PIU/IT-Park) will adopt the IM in form and substance acceptable to the WB prior to any withdrawals related to this sub-component being made.",75a9317c9bdcacedfc5d82607079c59c139e207653b3d7268264a723f7bbe581
training-20260915-s1,34222788:p00237,paragraph,near|dpi,2: Digital Public Service Delivery Enablers,96cecbf60207263fa8ecc605c7ed8379588997b62d6756c37d65180d6dc91ebe
training-20260915-s1,34254903:p00109,paragraph,near|access_connectivity,Demand side of broadband for all,e734f8c697025100635721d541fdfa52252a8eaf89748d15aa79310de952303a
training-20260915-s1,34254903:p00250,paragraph,near|fiber,"8. Civil engineering works. To lower the costs of civil engineering works of broadband deployment (which usually take up to 80% of the cost of the entire project), the Project will, whenever possible, coordinate with civil engineering works, planned or ongoing in the target areas (e.g., works concerning roads, gas, water, or electricity maintenance or provision), to deploy ducts to facilitate further installation of fiber optic cables.",862bf4c545eb6953b81b351f568a80c9662956ad683368590455f7f2af14f806
training-20260915-s1,34295403:p00038,paragraph,near|dpi,"Context: This component aims to establish an integrated digital platform as a shared, cloud-based system accessible to all government agencies. Creation of the platform will increase digital integration across government agencies, lead to significant cost efficiency savings for the government, and offer efficient and secure public digital services for citizens and businesses.",4e830086e5cd7ad32b6c27a1b85306d2db51eea169fab085785917cdf8645438
