sample_id,paragraph_id,asset_id,asset_name,label,project_ids,section_path,text
training-20260915-s1,31747152:p00235,drm_ews,Disaster risk management and early warning,,P167183,II.B,"(iv) Subcomponent 2.4: Reinforcing information security and privacy. To strengthen the safeguarding of private data and ID systems, activities to provide the necessary information security and cybersecurity will be supported under the project. Security at the back end will be bolstered to appropriately protect the integrity of the database and personal data against breaches, attacks, and human/physical vulnerabilities. The project will establish information security and cybersecurity compliance standards, conduct privacy audits and information technology (IT) security audits and maintain certifications, reinforce cybersecurity capacity and establish a National Identification Sectorial Computer Emergency Response Team (ID- CERT) with a Security Operations Center (ID-SOC), reinforce Public Key Infrastructure (PKI) for ID, and provide capacity building on information security."
training-20260915-s1,40081106:p00104,cybersecurity,Cybersecurity,,P171305,IV,Is this an MFD-Enabling Project (MFD-EP)?
training-20260915-s1,40095037:p00183,submarine_cable,Submarine cable,,P173373,II,"15. The PDO and Theory of Change remain relevant and are unchanged. Given that the AF will not finance any new type of activities divergent from existing objectives and focus on mainly completing activities impacted by previous cancellation and/or scale up existing activities, the Theory of Change and underlying assumptions will remain unchanged."
training-20260915-s1,32321387:p00273,cybersecurity,Cybersecurity,,P169698,VI,"81. Weak institutional capacity for implementing and sustaining the operation poses a Substantial risk and may adversely impact achievement of the PDO. Sustaining the outcomes of the Project holds some uncertainty due to Open Net NNLE's limited track record. Risk mitigation measures include technical assistance for network construction—especially in the initial phases—and operations, and implementation capacity building provided under Subcomponents 1.1 and 3, as needed. The Project will also consider the possibility of an alternative arrangement where Open Net NNLE will outsource network management and operation in case of sustained issues in capacity development and mobilization, or limited progress towards meeting the PDO. Furthermore, a risk of unforeseen shifts in demand, causing SPs to stop or reduce their connectivity purchases and undermine the financial sustainability of the network, subsists. Component 2, which seeks to build sustained demand for broadband services, combined with extensive and regular stakeholder engagement with the SPs through mechanisms identified in the POM, are intended to mitigate some part of the risk of demand shifts."
training-20260915-s1,34049907:p00546,mobile_towers,Mobile networks and towers,,P176181,ANNEX 2,(a) TA and training to establish and operate a regional cybersecurity coordination platform (regional virtual Cyber Incident Response Team) for officials at the EAC and IGAD. This will be complemented by TA at the national level for South Sudan and Somalia.
training-20260915-s1,31889872:p00190,drm_ews,Disaster risk management and early warning,,P170658,II.B,"30. The 911 Platform will also enable data analytics and planning of future emergency response, identification of high-risk areas, and potential solutions to reduce the risk of emergencies or disasters in the future. Furthermore, the project will promote the link to SISMATE through the establishment of protocols that will enable a better coordinated and efficient response in case of natural disasters or other crises."
training-20260915-s1,31747152:p00371,mobile_towers,Mobile networks and towers,,P167183,V,111. The overall risk for the operation is High. The systematic operations risk rating tool (SORT) in the datasheet of this document presents programmatic risks by category. Primary risks arise from (a) unstable politics and governance; (b) sector strategies and policies related to IDs; (c) technical design; (d) low institutional capacity for implementation; and (e) fiduciary factors.
training-20260915-s1,31747152:p00203,fiber,Fiber networks,,P167183,II.B,(b) No person eligible for enrollment shall be prevented from obtaining a NIN due to an inability to produce a physical breeder document.
training-20260915-s1,32159893:p00506,dpi,Digital public infrastructure,,P167543,ANNEX 2,"a. On the supply-side (cost). To ensure the coverage of the offline population in the 2,100 or so villages, the projects foresee the deployment of 2,100 fully operational sites, each site covering one village (i.e. around 600 inhabitants per site). Each site cost in average US$60,000 for installation and commissioning (CAPEX). The RAN infrastructure will consist of both passive and active components. The passive components include land acquisition and preparation, structure deployment (small 4 to 6 meter lattice tower), and power solution with solar panels or generators; active components include mobile telephony and broadband active equipment, and backhaul to connect to the core network infrastructure, including installation and commissioning. The OPEX are evaluated as a percentage of the CAPEX and represent 15 percent of the cumulated CAPEX. OPEX include land and structure maintenance and site security with decentralized and local staff, backhaul fees, power generator or solar panel maintenance and use of deep-cycle batteries."
training-20260915-s1,33786588:p00205,cybersecurity,Cybersecurity,,P176126,II.B,"27. Purpose: PBC#1 will encourage cross-sectoral coordination among regulatory authorities, infrastructure owners, and private telecommunications operators to deploy new telecommunications infrastructure. Simplified administrative procedures and requirements for deployment of passive network elements (poles, ducts, conduits, shelters, power, and equipment rooms) will lower the costs of telecommunications network deployment while significantly reducing the risk of fiber optic cuts during civil projects. 44 Regulatory guidelines for sharing passive infrastructure will increase the ability of regulatory bodies of different infrastructure sectors, including roadways, railways, water and sewer systems, and electricity transmission and distribution systems, to implement consistent regulatory processes and standards for all sector participants."
training-20260915-s1,40028045:p00156,mobile_towers,Mobile networks and towers,,P171528,I.D,17. Disbursement estimates will be updated to reflect both the Additional Financing (AF) and the proposed Project extension.
training-20260915-s1,31866361:p00259,cybersecurity,Cybersecurity,,P170718,IV.A,"46. The active infrastructure layer will be deployed and financed by the service providers. These costs include the modems, active optical equipment and installation costs to deliver services to customers as summarized in the following table."
training-20260915-s1,40081106:p00085,cybersecurity,Cybersecurity,,P171305,ANNEX 1,• Consultancy services for information security management systems against ISO 27001 Standard (ISMS)
training-20260915-s1,31747152:p00371,drm_ews,Disaster risk management and early warning,,P167183,V,111. The overall risk for the operation is High. The systematic operations risk rating tool (SORT) in the datasheet of this document presents programmatic risks by category. Primary risks arise from (a) unstable politics and governance; (b) sector strategies and policies related to IDs; (c) technical design; (d) low institutional capacity for implementation; and (e) fiduciary factors.
training-20260915-s1,31889872:p00225,cybersecurity,Cybersecurity,,P170658,II.E,"50. The World Bank Group has a solid and long-standing disaster risk management (DRM) engagement in Peru and has recently contributed support to the GoP through the Technical Study for the Development of an Early Warning Messaging System (SISMATE) (P170566). 28 This includes the use of digital technologies for improving disaster management and preventing losses from disasters. Through the establishment of SISMATE, the population of Peru will be alerted and guided when a disaster occurs through free mobile text messages. Furthermore, the project will address critical DRM capacity and institutional constraints that will contribute to enhancing resilience at the subnational level."
training-20260915-s1,34394311:p00142,dpi,Digital public infrastructure,,P176317,II.B,"fibers will link islands across Luzon, Visayas, and Mindanao through the three domestic submarine protection routes, as shown in Figure 4. Funding for this Project enables DICT to enter into an IRU agreement with these private cable providers. Furthermore, underground FOC will be installed to connect the landing stations to 15 DICT equipment shelters, following a climate-resilient and low-carbon approach (see Annex 3 for details). Additionally, terrestrial fiber backhauls will be set up to connect DICT equipment shelters to DICT Points of Presence (PoPs)."
training-20260915-s1,33815663:p00226,fiber,Fiber networks,,P175592,II.B,"Cybersecurity agency to provide capacity-building and awareness-raising on cyber threats and data breaches; (ii) development of advanced skills in information and data management, web site design, people-centric digital service design; (iii) development of advanced skills program for CFI-CIRAS (targeting youth) in digital project management, digital platform, agile and people- centric digital transformation,69 incorporating transparency and feedback mechanisms; (iv) design and adoption of climate mitigation and adaptation measures and standards in deploying ICT infrastructure (including those within the Government); and (v) integration of gender- informed inclusion measures into strategies, policies, information publishing and service development within the digital sector to capture the needs of women in online services, and relevant content for women and girls."
training-20260915-s1,33706639:p00324,mobile_towers,Mobile networks and towers,,P173240,II.F,"65. While focused in terms of socioeconomic sectors addressed, the approach still must be comprehensive on both the supply and demand sides. The project draws on the World Bank's vast experience in digital infrastructure investments and telecom market reform, as well as on a growing body of industry research around factors that affect digital access. Building on an analysis of Cameroon's broadband value chain, including gaps in the enabling environment and bottlenecks on the supply and demand sides, the project's design reflects lessons learned from many other countries that point to the need for a comprehensive intervention that tackles all digital access barriers: the legal and regulatory framework, broadband connectivity, affordable mobile devices and data packages, digital literacy, and the availability of relevant content. Areas financed by the project such as device affordability will draw on research conducted with partners, such as GSMA, Facebook Connectivity, and A4AI; smartphone subsidy schemes used in Ghana, Columbia, and Malaysia;86 and asset-backed guarantee schemes for smartphones trialed in Argentina,87 Pakistan,88 and India."
training-20260915-s1,40095037:p00183,mobile_towers,Mobile networks and towers,,P173373,II,"15. The PDO and Theory of Change remain relevant and are unchanged. Given that the AF will not finance any new type of activities divergent from existing objectives and focus on mainly completing activities impacted by previous cancellation and/or scale up existing activities, the Theory of Change and underlying assumptions will remain unchanged."
training-20260915-s1,33830968:p00215,cybersecurity,Cybersecurity,,P177158,II.B,"Cybersecurity and data protection capabilities. This activity will strengthen STP's cybersecurity capabilities by supporting incident response and management through the establishment of a basic national CERT. On data protection, the project will support the upgrade and expansion of the technical and operational capabilities of the ANPDP, including with the purchase of information technology (IT) systems and platforms, public sensitization"
training-20260915-s1,40034360:p00116,data_hosting,Data hosting,,P169698,I.B,"5 Broadband infrastructure includes: (i) passive infrastructure, which is the non-electronic components of a telecommunications network that support communication. These components include poles, trenches and ducts, manholes, optical fiber cables, and related physical shelters; and (ii) active infrastructure, which are the electronic, power-dependent components within a telecommunications network that actively process, transmit, and manage communication signals. These components include items like switches, routers, servers, and other network devices that are essential for the network to function and manage data transmission."
training-20260915-s1,34428613:p00337,access_connectivity,Access and connectivity,,P506611,ANNEX 1,"24. TA and acquisition of software and hardware for CSIRT PIC, AIDT Mixed"
training-20260915-s1,32321387:p00273,drm_ews,Disaster risk management and early warning,,P169698,VI,"81. Weak institutional capacity for implementing and sustaining the operation poses a Substantial risk and may adversely impact achievement of the PDO. Sustaining the outcomes of the Project holds some uncertainty due to Open Net NNLE's limited track record. Risk mitigation measures include technical assistance for network construction—especially in the initial phases—and operations, and implementation capacity building provided under Subcomponents 1.1 and 3, as needed. The Project will also consider the possibility of an alternative arrangement where Open Net NNLE will outsource network management and operation in case of sustained issues in capacity development and mobilization, or limited progress towards meeting the PDO. Furthermore, a risk of unforeseen shifts in demand, causing SPs to stop or reduce their connectivity purchases and undermine the financial sustainability of the network, subsists. Component 2, which seeks to build sustained demand for broadband services, combined with extensive and regular stakeholder engagement with the SPs through mechanisms identified in the POM, are intended to mitigate some part of the risk of demand shifts."
training-20260915-s1,33835348:p00243,dpi,Digital public infrastructure,,P176396,II.C,"(a) Individuals. Broadband connectivity and digital access investments will aim to reduce the spatial and gender digital gaps identified. Beneficiaries of local connectivity and digital access enabling schemes will primarily be underserved rural communities,102 particularly those correlated with higher poverty levels and/or vulnerability to climatic shocks (30 percent of beneficiaries in 'climate hotspots'), and thus merit use of public funds to catalyze both expanded network coverage (to at least 15 percent of the Burundi population) and provision of demand stimuli. Digital access initiatives will also target specific vulnerable communities that are currently underserved: (i) women (for example, through women's groups), (ii) indigenous populations, and"
training-20260915-s1,33191006:p00205,access_connectivity,Access and connectivity,,P175987,II.B,"42. The sub-component will design and implement cybersecurity capabilities to protect digitalized legal ID systems as well as other e-government initiatives in addition to building overall government cybersecurity capacity. This sub- component will include the design of the required cybersecurity operational architecture for the protection of legal ID systems and government e-services in concert with the competent authority designated in the cybersecurity legislation. The architecture could include security center deployment, prevention measures to be taken, standards and technical solutions to be applied and supporting capacity building activities. A reinforcement of these basic cybersecurity prevention, response and mitigation capabilities of the envisioned SOC and more training activities should provide adequate level of protection and could significantly mitigate the risk. Specifically, the sub-component will finance (i) TA to design a cybersecurity architecture to protect core e-government systems financed under the project, including security standards and requirements; (ii) TA to operationalize core features of the cybersecurity architecture, including a dedicated security operation center with core capabilities, or Core SOC (C-SOC) to monitor and response to cyber threats; (iii) capacity building and training of staff involved in implementation and compliance of the cybersecurity framework, from relevant ministries and agencies, such as MCDE and ANINF, including initial operations and subsequent knowledge transfer for the C-SOC; (iv) the acquisition of relevant ICT equipment as per the required operational C-SOC architecture to allow operation for the project period; and (v) non-ICT equipment and refurbishment of existing facility to allow C-SOC operationalization."
training-20260915-s1,34295403:p00206,submarine_cable,Submarine cable,,P161086,IV,Action: This indicator has been Revised
training-20260915-s1,33835348:p00150,dpi,Digital public infrastructure,,P176396,I.B,"Gouvernementale, COMGOV);47 (b) shared frameworks and technical solutions for system interoperability, trusted data sharing, and data hosting;48 (c) foundational digital ID49 for online identity verification and digital authentication; (d) shared digital payment infrastructure; (e) shared SMS notification applications; and (f) the establishment of digital guardrails—data protection and cybersecurity, both de jure and de facto to safeguard digital infrastructure and transactions that underpin e-services. Together, these building blocks form the basis of an enabling 'digital stack' for transactional e- services and the foundations for the GoB's e-government architecture, featuring infrastructure and applications that can be used by any Ministry, Department, and Agency (MDA) wishing to launch a new digital service."
training-20260915-s1,34394311:p00134,dpi,Digital public infrastructure,,P176317,II.B,"30. The first three components will improve the Philippines' broadband connectivity, by making much needed investments in the government's fiber optic backbone, middle-mile, and last-mile connectivity infrastructure. In terms of the backbone, while international network connectivity (submarine cables and corresponding landing stations) is relatively strong in Philippines because of its strategic location in the Pacific Ocean, the Project will contribute to the activation of the entire government broadband backbone from the North to the South of the country, by connecting to two main international landing stations in Baler Municipality (in Luzon) and Davao City (in Mindanao). Additionally, this component will secure an IRU for the use of existing private sector operated domestic fiber optic submarine/protection routes which lie within the territorial waters of the Philippines, connecting numerous islands across Luzon, Visayas, and Mindanao, thereby enhancing the backbone network's resilience."
training-20260915-s1,40081960:p00097,drm_ews,Disaster risk management and early warning,,P511767,I.B,"9. Data hosting across the government remains inadequate, leading to duplication and fragmentation of information technology services and systems. This exposes the public sector to growing risks with respect to service delivery, cybersecurity, and long-term sustainability. At present, the Integrated Data Management Center (IDMC) in Singha Durbar (and a small-scale disaster recovery site in Hetauda) are the sole government-owned entities mandated to provide data hosting and related services for all government agencies, excluding defense institutions. With both the IDMC and disaster recovery site located in Nepal, disaster recovery and redundancy will be insufficient to ensure continuity of critical government services in case of a natural disaster. Existing infrastructure is also nearing end-of-life. On the demand side, the rapid increase in demand for secure, scalable, and resilient hosting has already exceeded existing government capacity (currently 0.7 MW). The scale-up of the NID system, digital payments, and social protection registries have further intensified demand which is now projected to reach 3-4 MW over the next decade and up to 6.4 MW by 2040. Data governance frameworks and guidelines on data classification or public cloud hosting are ambiguous or absent. As a result, the GoN is unable to holistically and sustainably invest in data hosting."
training-20260915-s1,34310682:p00152,fiber,Fiber networks,,P180462,II.B,"54. The IERP will include the hardware, specialized software, and secure communications necessary to guarantee the correct answer and management of emergency calls at the Public Service Answering Point (PSAP). The IERP will receive, categorize, transfer, and perform the traceability of the calls that are transferred to the central offices of the first response entities that will maintain their functional independence. One of the new crucial functionalities that the IERP will implement is geolocation. This functionality will allow the benefit of knowing the precise and real-time geographical location of the individual who reports an emergency to the PSAP at CIDES. Through the development of specific unified responses to geolocated climate events, the project will strengthen Espírito Santo's response to climate-related disasters (see annex 2)."
training-20260915-s1,33937854:p00447,mobile_towers,Mobile networks and towers,,P178609,ANNEX 2,"a. Localities with a high population dispersion and between 100 and 400 inhabitants. In this cluster, the local wholesale operator will deploy and operate the infrastructure to provide wireless connectivity. This includes tower or pole and power system, to support wireless network implementation, as well as a backhaul link to connect with the national backbone."
training-20260915-s1,40034360:p00116,mobile_towers,Mobile networks and towers,,P169698,I.B,"5 Broadband infrastructure includes: (i) passive infrastructure, which is the non-electronic components of a telecommunications network that support communication. These components include poles, trenches and ducts, manholes, optical fiber cables, and related physical shelters; and (ii) active infrastructure, which are the electronic, power-dependent components within a telecommunications network that actively process, transmit, and manage communication signals. These components include items like switches, routers, servers, and other network devices that are essential for the network to function and manage data transmission."
training-20260915-s1,33822742:p00175,submarine_cable,Submarine cable,,P176631,II.A,"22. PDO Statement: To improve the usability and efficiency of online public services to citizens and businesses, and to increase digital skills and digital-enabled jobs."
training-20260915-s1,34397339:p00159,access_connectivity,Access and connectivity,,P180807,II.B,"a. Establish a Government Integrated Data Center: Financing for a Government integrated data center for storing critical data which utilizes renewable, redundant energy sources to minimize network downtime, eliminate SPOF and reduce the carbon footprint. The specifications for the data center will meet good practices for access management, resource efficiency, and security and cyber resilience. Government will seek EDGE certification for any data center infrastructure located domestically. 34 This subcomponent will also finance technical assistance to examine options for incorporating cloud computing to enhance the resilience and security of Government data systems, particularly during national emergencies and climate- related disasters, while also reducing maintenance costs. This analysis will also evaluate the potential use of a private government cloud for securely storing sensitive information."
training-20260915-s1,33819086:p00157,dpi,Digital public infrastructure,,P175592,I.B,"(iii) Data infrastructure and systems. The GoC does not have access to adequate data hosting capacity to enable the full digitalization of public services. The data center market environment in Congo has available land and international connectivity infrastructure. However, power outages make the infrastructure dependent on generators, whose costs reduce competitiveness. An AfDB-funded project is building a national Tier 3 data center and its backup. As the country seeks to accelerate digital transformation, the GoC has also to define a national data hosting and management strategy and to make institutional arrangements for the management of data hosting infrastructures, data governance, financing model, and cloud computing usage (with choices of public, private or hybrid cloud models)."
training-20260915-s1,34310682:p00134,fiber,Fiber networks,,P180462,II.B,"38. The data center will be constructed in a location that to ensure its resilience and security, including a reliable supply of water and electricity that meets the system's demands, as well as access to high-capacity fiber-optic backhaul. The decision on the Data Center will follow to social and environmental criteria. The data center location selection and design will contemplate the adoption of renewable energies and water cooling to minimize GHG emissions and water usage. Renewable energies will be assessed to function as backup in case of electricity shortages (for example, batteries charged by renewable energy generation). The introduction of water cooling would help reduce emissions and improve energy efficiency. A high-efficiency water chiller with an appropriate condenser is typically the most efficient cooling option for higher densities. The data center will achieve Excellence in Design and for Greater Efficiencies (EDGE19) sustainable building and operation certification post-construction. During the equipment purchasing, construction, and post-implementation phases of the project, the processes of the EDGE certification standard will be followed."
training-20260915-s1,40082999:p00060,cybersecurity,Cybersecurity,,P176459,II,(h) Component 4 - CERC. No change in budget and no structural changes introduced through this restructuring. The CERC has been officially closed since July 2024.
training-20260915-s1,34460895:p00179,data_hosting,Data hosting,,P500570,IV.A,"50. Component 1 also finances a new green medium-sized data center designed with the most efficient and resilient technologies, and its integration with the data center system already owned by the State. The new data center will replace the outdated legacy system, enhancing the State's capabilities and computing power for better public data management and digital transformation. It will meet resilience, physical and cyber security, and environmental demands and may absorb the State's main Internet exchange point (IXP). The facility will use a modular, containerized structure requiring minimal human intervention and will be located on a state-owned site. The data center system will support 'edge' computing, operate as a disaster-resistant facility, and comply with user organizations' recovery time objectives and maximum tolerable downtime. Climate risk assessments will guide the installation of underground or aerial cables to enhance resilience to climate events like floods and intense rainfall in Sergipe. This will help the GoSE adopt climate adaptation measures and design network infrastructure considering climate risks. Climate-proofing measures, including water-blocking materials and reinforced cables, will be specified in tender documents and technical specifications to protect the infrastructure, which will also help reduce OPEX and minimize service disruptions. It will be designed, constructed, and implemented to receive EDGE certification post-construction or similar sustainability certification."
training-20260915-s1,33107441:p00399,dpi,Digital public infrastructure,,P160766,ANNEX 1,"12. STEP. The WB's system will be used to prepare, clear, and update PPs and conduct all procurement transactions for activities under the project. As part of the preparation, MCIT and PO-PSMGG staff have been trained in STEP."
training-20260915-s1,33753850:p00253,cybersecurity,Cybersecurity,,P174620,II.B,45. The project will support:
training-20260915-s1,34022655:p00176,mobile_towers,Mobile networks and towers,,P170941,I.B,"Need to boost digital skills, and access to affordable devices and to regional and global markets to position Kenya as a regional digital hub"
training-20260915-s1,33844146:p00141,access_connectivity,Access and connectivity,,P176459,I.B,"16. A number of demand-side barriers also explain low service adoption and low demand for digital infrastructure and services expansion. Around half of the population that have access to broadband networks do not currently use the services. More than 70 percent of this group cite affordability of services and devices as a primary barrier, given low purchasing power (see Figure 238). While Internet data tariffs are trending downward, the price of 1 GB of data as a share of the average monthly income was 8.7 percent in 202039 - well above the global affordability target of 2 percent (see Figure 3). Prices of Internet-compatible devices are also unaffordable to most Mozambicans, with an entry-level smartphone costing 39.8 percent of the average monthly income in 2021 (see Figure 4), resulting in very low ownership of smartphones and computers (at 7 percent and 2 percent, respectively in 2019). Low levels of basic digital literacy is also a significant barrier, with 14 percent of those offline stating that they do not know how to use the internet. The perceived value proposition is also a challenge given limited availability or knowledge of relevant digital content and services available in local languages. Incentivizing investment on the supply-side will need to go hand-in-hand with initiatives that seek to boost demand to stimulate uptake and productive use of digital technologies. Digital financial"
training-20260915-s1,34428613:p00337,mobile_towers,Mobile networks and towers,,P506611,ANNEX 1,"24. TA and acquisition of software and hardware for CSIRT PIC, AIDT Mixed"
training-20260915-s1,33819086:p00154,data_hosting,Data hosting,,P175592,I.B,"13. Although the GoC has prioritized the modernization of public services through digitalization, past uncoordinated investments in digital public platforms have resulted in solutions with limited interoperability and scalability potential. In the past years, MDAs have developed their own array of back-office systems to address their own functional needs (e.g., financial management, tax collection, people registration). Smarter investments are needed in shared data infrastructure and key safeguards and enablers."
training-20260915-s1,33819086:p00140,submarine_cable,Submarine cable,,P175592,I.B,"7. International fiber optic connectivity. Congo is currently connected to only one submarine cable (West Africa Cable System (WACS16), with a landing station in Pointe-Noire, exclusively managed by the state- owned incumbent operator Congo Telecom (CT). Due to the current instable international connectivity (several outages occurred in 2020 and amid the presidential election in March 2021) and increased demand, there is an urgent need for diversification. Redundancy via terrestrial fiber optic links (currently owned by the GoC) remains limited. CT has an interconnection with the Democratic Republic of Congo (DRC) since 2017 (10GB-capacity linking Brazzaville to Kinshasa through a sub-river cable) and Liquid Telecom, a leading private telecommunication operator in Africa, inaugurated a 20GB-capacity wireless link across the Congo River between Congo and DRC in September 2021. The interconnection with Gabon established under the World Bank-financed Central African Backbone (CAB) regional project (P122398) is operated and commercialized by Mambs Services (a Congolese private sector company) under a seven-year contract. Under the CAB Project, financed by the African Development Bank (AfDB), Congo should also interconnect with Cameroon and the Central African Republic. Due to COVID-19, the project has faced delays and is now expected to be completed by the end of 2022. Additionally, Meta-backed (previously Facebook) submarine cable project, 2Africa, plans to install a submarine cable landing station in Pointe-Noire by the end of 2022. The arrival of the new landing station cable is expected to help reduce prices and contribute to strong growth in broadband subscription."
training-20260915-s1,33107441:p00628,cybersecurity,Cybersecurity,,P160766,ANNEX 5,• Extended coverage and services of broadband internet to remote areas will enable the creation of climate early warning and emergency response systems through the uninterrupted network available in the aftermath of a disaster.
training-20260915-s1,40105675:p00183,data_hosting,Data hosting,,P170941,IV,1. Digital Infrastructure and Access
training-20260915-s1,34022655:p00392,drm_ews,Disaster risk management and early warning,,P170941,II.C,"71. The project places a strong emphasis on 'digital inclusion', bridging the digital divide, by empowering women and girls, PWDs, and vulnerable communities in rural and underserved areas. Digital access initiatives will be geared toward encouraging adoption in rural and underserved areas, where uptake of broadband and access to digital services is lagging. Moreover, all community connectivity access schemes, including public Wi-Fi hotspots, connected schools, universities and TVETs, as well as ICT equipment and software funded through the project, will be designed to ensure access for women and PWDs (for example, through ramps to public offices, women-friendly opening hours, gender-appropriate locations, accessible websites etc.). Gender- and PWD-sensitive approaches to all digital skills programs will be adopted (for example, leveraging female trainers and access-enabled devices). Data on connectivity disaggregated by gender, age, and location, will also be recorded to monitor and track progress on key parameters of digital inclusion."
training-20260915-s1,33706639:p00234,mobile_towers,Mobile networks and towers,,P173240,II.B,"(d) Open and transparent tendering process. It is expected that bidders will be primarily national telecom network operators. However, specialist tower operators (towercos) may also bid to provide the passive infrastructure, and there may be scope for innovative technology models."
training-20260915-s1,34295403:p00121,submarine_cable,Submarine cable,,P161086,II,"• ""Grant"" means monetary payments made from the proceeds of the Financing to a Beneficiary in accordance with the provisions of Section I.F of Schedule 2 to this Agreement and the Project Operations Manual, for the purpose of supporting research and innovation initiatives under Part 3.4(ii) of the Project."
training-20260915-s1,31747152:p00235,cybersecurity,Cybersecurity,,P167183,II.B,"(iv) Subcomponent 2.4: Reinforcing information security and privacy. To strengthen the safeguarding of private data and ID systems, activities to provide the necessary information security and cybersecurity will be supported under the project. Security at the back end will be bolstered to appropriately protect the integrity of the database and personal data against breaches, attacks, and human/physical vulnerabilities. The project will establish information security and cybersecurity compliance standards, conduct privacy audits and information technology (IT) security audits and maintain certifications, reinforce cybersecurity capacity and establish a National Identification Sectorial Computer Emergency Response Team (ID- CERT) with a Security Operations Center (ID-SOC), reinforce Public Key Infrastructure (PKI) for ID, and provide capacity building on information security."
training-20260915-s1,34310682:p00378,data_hosting,Data hosting,,P180462,ANNEX 2,"• The IERP will make possible a holistic and coordinated response to climate emergencies, involving all first-response entities and distributing roles to respond as quickly and effectively as possible to climate shocks."
training-20260915-s1,33835349:p00191,mobile_towers,Mobile networks and towers,,P176543,II.B,"34. Subcomponent 1.1.(c) will finance the design, pilot, and evaluation of programs to enhance adoption of broadband services by specific groups of end users in Project areas. The NTA will design these pilots in partnership with the private sector, civil society, and development partners. The Subcomponent will finance (a) procurement by NTA of (i) broadband services; (ii) devices; and (iii) associated training, to benefit eligible individuals and households (e.g., low-income and women-headed households, individuals belonging to socially vulnerable groups, school going children, persons with disabilities; eligibility will be defined based on specific, transparent, and verifiable criteria); and (b) the evaluation of the impact of these pilots, and identify opportunities to scale them up through the RTDF or other development partner programs in the future."
training-20260915-s1,34394311:p00139,fiber,Fiber networks,,P176317,II.B,"32. This component is strategically designed to implement and finalize the remainder of the NFB and support full operationalization of the entire NFB network. The Project is using an integrated infrastructure planning approach by leveraging NGCP's existing investments. The NBP envisions utilizing the two cores of fiber optic network to establish a robust fiber backbone connecting the two international landing stations in the North and the South. Activities associated with this Project, as illustrated in Figure 3, involve activating two dark fibers at 37 substations and constructing 37 DICT climate-resilient/weather-proof equipment shelters in proximity to the substations (see Annex 3 for details). Moreover, the Project requires the installation of a total of approximately 32 km of underground Fiber Optic Cable (FOC) with climate- proof conduit systems to establish connections between the substations and the DICT equipment shelters (powered by renewable energy sources like solar/wind)."
training-20260915-s1,33937854:p00189,cybersecurity,Cybersecurity,,P178609,II.B,"42. The data centers will be self-contained modules or containers that will be installed on available government sites. The modules considered have the basic infrastructure distribution included (energy, cooling, networking) and need the external connections to secured energy, network, and water supply. Each module will have general cloud services available, HPC capabilities, and local storage."
training-20260915-s1,34196134:p00229,data_hosting,Data hosting,,P179108,IV.B,"87. The POM will define in detail the key policies and procedures relevant to Project implementation to be followed for ensuring due management and administration of project implementation as well as management of project resources. For the 2.1. Incentives (professional training, equipment, operational cost) sub-component, the Borrower (via the MDT/PIU/IT-Park) will adopt the IM in form and substance acceptable to the WB prior to any withdrawals related to this sub-component being made."
training-20260915-s1,31747152:p00524,mobile_towers,Mobile networks and towers,,P167183,ANNEX 2,"23. This subcomponent will finance the reinforcement of the NIMS. Managed by NIMC, the NIMS, lies at the heart of the foundational ID ecosystem and provides a comprehensive database of all persons in Nigeria and all Nigerians abroad, with uniqueness guaranteed by biometrics. By linking with the digital CR system (at NPopC), the robustness, coverage and legal validity of the foundational ID ecosystem will be ensured in the long term. The NIMS will also support authentication of unique identity at the point of service delivery or client/beneficiary onboarding (see Component 3 for details.)"
training-20260915-s1,33345981:p00266,access_connectivity,Access and connectivity,,P171517,IV.A,International Fiber Cable to Guam Multiple 100 Gbps
training-20260915-s1,33753850:p00267,data_hosting,Data hosting,,P174620,II.B,"national data governance, including hosting; (v) TA to strengthen the currently under construction data centers by the MFB and MDEPT to ensure that they are green (e.g., ensuring energy efficiency utilizing renewable sources of energy including solar power), resilient, and secure for hosting sensitive data."
training-20260915-s1,33107441:p00630,drm_ews,Disaster risk management and early warning,,P160766,ANNEX 5,"• To the extent possible, underground deployment of fiber cables, as opposed to, for example, aerial cables, will be prioritized, as these are more likely to be water resistant and tend to be more robust."
training-20260915-s1,40095037:p00183,dpi,Digital public infrastructure,,P173373,II,"15. The PDO and Theory of Change remain relevant and are unchanged. Given that the AF will not finance any new type of activities divergent from existing objectives and focus on mainly completing activities impacted by previous cancellation and/or scale up existing activities, the Theory of Change and underlying assumptions will remain unchanged."
training-20260915-s1,33937854:p00434,fiber,Fiber networks,,P178609,ANNEX 2,"6. The infrastructure to be deployed includes all network elements required to provide end-to-end connectivity to final users covering all households in the most concentrated areas and relevant buildings (i.e., schools, health facilities, community centers, etc.). The network may comprise the following core elements:"
training-20260915-s1,34254903:p00250,cybersecurity,Cybersecurity,,P179204,ANNEX 2,"8. Civil engineering works. To lower the costs of civil engineering works of broadband deployment (which usually take up to 80% of the cost of the entire project), the Project will, whenever possible, coordinate with civil engineering works, planned or ongoing in the target areas (e.g., works concerning roads, gas, water, or electricity maintenance or provision), to deploy ducts to facilitate further installation of fiber optic cables."
