cluster_id,size,n_projects,n_documents,nearest_reference,nearest_reference_direction,cosine,top_terms,exemplar_clause_ids
raw-c200,328,61,61,Develop national fiber pooling and open access policies for resilient connectivity,resilience_of_asset,0.5098,hamper constraint density commercially absence barrier limit limits failure reliability poor lack,40087727:p00101:c06:split-1|32321387:p00360:c02:split-1|33753850:p00132:c11:split-1|33844146:p00151:c06:split-1|34194833:p00106:c02:split-1
raw-c208,326,89,89,Design oversight and transparency frameworks for parametric trigger calibration and basis risk,digital_for_resilience,0.3803,reallocate reallocation categories allocations reallocated adjust cancellation adjusted adjustments adjustment estimates allocation,34021975:p00035:c01:split-1|40099485:p00051:c02:split-1|40105151:p00049:c08:split-1|40037981:p00043:c10:split-1|34347483:p00038:c10:split-1
raw-c075,325,79,79,Develop sovereign cloud and data residency policies for government continuity,resilience_of_asset,0.4793,governments trust officials ability servants thereby state corruption political federal citizens government,33421881:p00189:c02:split-1|33786588:p00317:c15:split-1|40081960:p00123:c06:split-1|33937854:p00250:c07:split-1|34338772:p00705:c02:split-1
raw-c279,325,84,84,Implement digital platforms for port and maritime supply chain resilience,digital_for_resilience,0.4688,specifications hardware interoperable functional architecture software finalized protocols designed integrate interoperability options,33191006:p00369:c27:split-1|31747152:p00614:c02:split-1|33813209:p00192:c09:split-1|31747152:p00633:c13:split-1|34460895:p00189:c19:split-1
raw-c201,324,79,79,Build redundancy in payment processing infrastructure with backup and failover systems,resilience_of_asset,0.3083,opex recurrent capex dollar assumed incremental expenses costs calculated cost operating monthly,40031410:p00033:c08:split-1|31866361:p00257:c14:split-1|31338295:p00368:c03:split-1|33191006:p00469:c06:split-1|31747152:p00630:c13:split-1
raw-c268,324,75,75,Integrate digital climate risk analytics into public financial management systems,digital_for_resilience,0.4498,conatel mtptc assistance actively upstream regulator initially harmonization stimulate alia ta eca,32321387:p00181:c04:split-1|31747152:p00607:c01:split-1|33753850:p00263:c01:split-1|33812956:p00186:c05:split-1|34201758:p00196:c03:split-1
raw-c311,324,89,89,Build digital coordination platforms for multi-agency emergency response and aid logistics,digital_for_resilience,0.3714,gocv efforts supports help technical program through implementation development government,33867703:p00026:c05:split-1|33815663:p00174:c10:split-1|32108178:p00476:c02:split-1|40013198:p00147:c03:split-1|40017533:p00222:c35:split-1
raw-c024,322,83,83,Integrate digital climate risk analytics into public financial management systems,digital_for_resilience,0.4035,gained familiar funded experience financed analytical managing previous extensive lending learned wb,33421881:p00234:c03:split-1|33421881:p00309:c02:split-1|34204848:p00284:c05:split-1|34204848:p00233:c05:split-1|31747152:p00375:c05:split-1
raw-c072,321,84,84,Develop national fiber pooling and open access policies for resilient connectivity,resilience_of_asset,0.4273,renewed ambition gou gon ambitious vision fgn gos bangladesh te ivoire niger,34049907:p00637:c05:split-1|40115059:p00673:c20:split-1|34196134:p00212:c03:split-1|34196134:p00212:c05:split-1|33118666:p00149:c04:split-1
raw-c092,320,76,76,Design digital inclusion safeguards ensuring crisis response reaches populations without connectivity or devices,resilience_of_asset,0.5532,ambassadors literacy youth teachers schemes skills device emphasis inclusion devices students learning,34131348:p00229:c09:split-1|34196069:p00224:c10:split-1|40100544:p00151:c09:split-1|32321387:p00240:c07:split-1|32626249:p00363:c01:split-1
raw-c257,319,71,71,Address algorithmic fairness and gender exclusion risks in social protection targeting systems,resilience_of_asset,0.5932,disaggregated lens sex gender equality notes identifies pillars experiences sensitive gaps informed,32971756:p00679:c02:split-1|40110459:p00339:c06:split-1|31866361:p00148:c10:split-1|32626249:p00358:c06:split-1|33421881:p00181:c12:split-1
raw-c141,318,56,56,Address algorithmic fairness and gender exclusion risks in social protection targeting systems,resilience_of_asset,0.5038,stereotypes pronounced men phone disparities equally gsma inequalities fewer persistent sex barrier,32321387:p00373:c01:split-1|33835348:p00141:c01:split-1|32971756:p00677:c06:split-1|34049907:p00135:c08:split-1|40013198:p00299:c30:split-1
raw-c233,317,67,67,Develop national fiber pooling and open access policies for resilient connectivity,resilience_of_asset,0.5643,prepurchase campus wifi spectrum routes mapping voice ii hospitals locations vi purchase,40045816:p00179:c01:split-1|31866282:p00097:c01:split-1|34228623:p00182:c10:split-1|34394311:p00098:c09:split-1|33421881:p00165:c04:split-1
raw-c086,316,79,79,Incorporate resilience standards and climate screening in telecom infrastructure procurement,resilience_of_asset,0.4042,hiring assistant contractual qualified recruit consultant consulting consultancy drafting bids consultants hire,33835349:p00194:c08:split-1|34049907:p00361:c16:split-1|33813209:p00300:c02:split-1|32321387:p00251:c06:split-1|33602788:p00267:c08:split-1
raw-c179,316,57,57,Develop national fiber pooling and open access policies for resilient connectivity,resilience_of_asset,0.6093,discriminatory iru bulk wholesale indefeasible dark lease carrier hotel prepurchase bandwidth pricing,33844146:p00208:c16:split-1|40042661:p00131:c10:split-1|40115059:p00696:c14:split-1|40042661:p00181:c04:split-1|40026232:p00049:c09:split-1
raw-c276,316,73,73,Deploy crowdsourced disaster reporting and social media monitoring for situational awareness,digital_for_resilience,0.5013,satisfaction feedback message surveys grievances gather satisfied tracked citizen grievance redress ce,33835349:p00276:c07:split-1|34022655:p00474:c14:split-1|33815663:p00292:c02:split-1|34327188:p00125:c17:split-1|34204848:p00208:c02:split-1
raw-c317,315,90,90,"Enable digital credit, savings, and microinsurance products to build household liquidity buffers",digital_for_resilience,0.3957,liquidity self sustain immediate fees funding pay loans subsidy expenditures debt cover,40100544:p00099:c12:split-1|34429409:p00210:c06:split-1|32321387:p00132:c07:split-1|33813209:p00308:c06:split-1|40115059:p00675:c02:split-1
raw-c001,314,113,113,Design oversight and transparency frameworks for parametric trigger calibration and basis risk,digital_for_resilience,0.3957,midterm commence mission mid mtr later months effectiveness missions recipient completion guinea,33830968:p00401:c03:split-1|33844146:p00370:c03:split-1|33985963:p00294:c09:split-1|34004583:p00027:c24:split-1|33191006:p00445:c03:split-1
raw-c214,314,41,41,Issue digital identity credentials to displaced and crisis-affected populations lacking documentation,digital_for_resilience,0.5926,certificate nik kebele nationality minors birth indonesians proof certificates cards marriage registered,40081960:p00134:c07:split-1|34380807:p00025:c10:split-1|33191006:p00318:c07:split-1|34030165:p00035:c03:split-1|33835348:p00147:c14:split-1
raw-c059,313,71,71,Diversify equipment vendor dependencies for telecom supply chain resilience,resilience_of_asset,0.3598,save savings leakages lowering opex reductions yield travel saving costs reduce reducing,33822742:p00151:c05:split-1|31866282:p00172:c11:split-1|33812956:p00144:c18:split-1|33118666:p00364:c02:split-1|40037981:p00037:c24:split-1
raw-c153,312,68,68,Ensure cybersecurity of digital payment platforms and mobile money rails,resilience_of_asset,0.6063,transact cashless wallets accept wallet wholesalers merchants acceptance payment payments gateway banking,33107441:p00143:c02:split-1|40028045:p00230:c16:split-1|40052992:p00109:c06:split-1|40052992:p00188:c15:split-1|31338295:p00286:c14:split-1
raw-c080,310,77,77,Integrate digital climate risk analytics into public financial management systems,digital_for_resilience,0.3881,reconciliation segregation recording chart accounting balances accountants keeping controls accounts statement asset,34049898:p00403:c01:split-1|33786588:p00372:c07:split-1|33937854:p00391:c01:split-1|31889872:p00397:c11:split-1|33602788:p00404:c04:split-1
raw-c163,310,58,58,Develop national fiber pooling and open access policies for resilient connectivity,resilience_of_asset,0.6037,undersea ebeye majuro principe kosrae submarine neighbors yap pohnpei ncipe terrestrial cable,40013198:p00131:c03:split-1|33937854:p00129:c03:split-1|34394311:p00094:c08:split-1|34194833:p00103:c06:split-1|34049907:p00228:c02:split-1
raw-c033,309,68,68,Deploy shock-responsive G2P digital payment systems linked to national ID and social registries,digital_for_resilience,0.5267,abis courts archiving automated filing digitized digitize vat ifmis registry records digitization,34201758:p00188:c04:split-1|33191006:p00160:c01:split-1|33602788:p00576:c02:split-1|31747152:p00178:c04:split-1|33191006:p00198:c06:split-1
raw-c154,309,79,79,Design oversight and transparency frameworks for parametric trigger calibration and basis risk,digital_for_resilience,0.5026,esmps sesa esmp generic subprojects lmp sep ips sh rpf contractor resettlement,31866361:p00402:c28:split-1|33835349:p00275:c06:split-1|33107441:p00280:c06:split-1|40034360:p00190:c06:split-1|34222788:p00183:c02:split-1
raw-c050,307,79,79,Develop sovereign cloud and data residency policies for government continuity,resilience_of_asset,0.3618,able spv operator continue seek allow need upon required eligible expected agreement,33822742:p00210:c02:split-1|31747152:p00749:c04:split-1|32971756:p00614:c08:split-1|34049898:p00251:c10:split-1|33812956:p00144:c15:split-1
raw-c251,307,68,68,Build digital coordination platforms for multi-agency emergency response and aid logistics,digital_for_resilience,0.4051,seminars gui ma workshops building gb iii iv capacity ta servants training,33835348:p00203:c04:split-1|33786588:p00277:c01:split-1|33191006:p00205:c17:split-1|33862093:p00212:c08:split-1|33191006:p00244:c22:split-1
raw-c107,306,69,69,Integrate digital climate risk analytics into public financial management systems,digital_for_resilience,0.3321,gdp stood deficit billion lost spent exports gross revenues debt revenue vat,32108178:p00141:c05:split-1|33107441:p00642:c02:split-1|33421881:p00137:c06:split-1|33835348:p00305:c04:split-1|33835348:p00156:c04:split-1
raw-c114,305,79,79,Implement digital platforms for port and maritime supply chain resilience,digital_for_resilience,0.5367,g2b gp ea g2p nosi cabinet govtech justice modern portal modernization enterprise,34022655:p00166:c02:split-1|33107441:p00195:c03:split-1|40113005:p00052:c22:split-1|33985963:p00225:c02:split-1|33107441:p00435:c04:split-1
raw-c166,305,91,91,Design oversight and transparency frameworks for parametric trigger calibration and basis risk,digital_for_resilience,0.3712,aims aim achieve goal seeks objective goals objectives aimed achieving intended targets,31167658:p00201:c02:split-1|31167658:p00579:c04:split-1|33107441:p00483:c01:split-1|32527137:p00197:c02:split-1|33862093:p00299:c03:split-1
raw-c186,304,74,74,Upgrade and harden government data centers for disaster resilience,resilience_of_asset,0.4700,workflow efficiencies efficiency transparent transparency delivery accountability improve improved ability citizens efficient,34397339:p00114:c02:split-1|40072597:p00126:c04:split-1|34131348:p00134:c05:split-1|34394311:p00107:c02:split-1|34380807:p00039:c07:split-1
raw-c073,303,79,79,Build digital business continuity capacity for SMEs and micro-enterprises,digital_for_resilience,0.3877,manufacturing chains actors owned companies firms enterprises smes mining retail sectors industry,40072597:p00130:c14:split-1|32108178:p00259:c03:split-1|40045816:p00389:c05:split-1|33813209:p00211:c26:split-1|33602788:p00243:c02:split-1
raw-c082,300,62,62,Develop national fiber pooling and open access policies for resilient connectivity,resilience_of_asset,0.5026,unreliable populated uneven speeds cities urban divide constrained speed disparities coverage often,33835348:p00180:c02:split-1|33706639:p00137:c18:split-1|33753850:p00159:c02:split-1|33835349:p00141:c05:split-1|34022655:p00156:c01:split-1
raw-c290,300,103,103,Design oversight and transparency frameworks for parametric trigger calibration and basis risk,digital_for_resilience,0.3622,eliminating scaled remove reflect target reduce reduced reducing possible scale reduction control,33191006:p00479:c04:split-1|34049898:p00219:c08:split-1|34204848:p00128:c17:split-1|34338772:p00180:c13:split-1|34275965:p00140:c07:split-1
raw-c070,299,51,51,Establish data protection and consent protocols for beneficiary registries used in emergency disbursements,resilience_of_asset,0.5462,biographic deduplication nins registrations uniqueness voter biometric nin nip register databases birth,31747152:p00209:c17:split-1|33191006:p00153:c06:split-1|34204848:p00186:c10:split-1|31747152:p00500:c03:split-1|33191006:p00357:c13:split-1
raw-c093,299,96,96,Incorporate resilience standards and climate screening in telecom infrastructure procurement,resilience_of_asset,0.4708,procurements streamline tenders complex packages procurement bids processes define contract monitor avoid,31338295:p00208:c10:split-1|34131348:p00333:c07:split-1|33937854:p00239:c04:split-1|34394311:p00201:c06:split-1|32626249:p00323:c03:split-1
raw-c150,297,65,65,Build digital business continuity capacity for SMEs and micro-enterprises,digital_for_resilience,0.5907,nurture startups sme ups smes stimulating entrepreneurship entrepreneurs start ecosystem innovation models,32159893:p00420:c03:split-1|34196069:p00227:c02:split-1|34131348:p00207:c05:split-1|33706639:p00256:c04:split-1|34196069:p00228:c04:split-1
raw-c246,296,72,72,Integrate digital climate risk analytics into public financial management systems,digital_for_resilience,0.3912,budgeting budgets budget proposal budgeted awpb budgetary annual beginning calendar forecast annually,34049907:p00463:c05:split-1|33937854:p00390:c04:split-1|34049907:p00453:c14:split-1|31747152:p00431:c01:split-1|32971756:p00395:c01:split-1
raw-c162,295,68,68,"Implement AI and satellite-based measurement, reporting, and verification for climate commitments",digital_for_resilience,0.4625,co2 tons ghg emissions greenhouse gas emission minimizing consumption footprint ee reductions,34254903:p00134:c13:split-1|33812956:p00187:c14:split-1|33753850:p00186:c02:split-1|40115059:p00719:c09:split-1|34388773:p00169:c05:split-1
raw-c009,293,70,70,Issue digital identity credentials to displaced and crisis-affected populations lacking documentation,digital_for_resilience,0.4416,verify register visit license property complaints apply offices person submit dukcapil issue,31866361:p00144:c25:split-1|33191006:p00309:c16:split-1|33191006:p00214:c05:split-1|33859017:p00024:c16:split-1|31747152:p00493:c12:split-1
raw-c089,292,75,75,Establish data protection standards for emergency beneficiary targeting and cross-agency data sharing,resilience_of_asset,0.5772,gdpr freedom bill enactment convention pdp cybercrime enacted law personal protection proclamation,34049907:p00643:c07:split-1|34357064:p00025:c09:split-1|32971756:p00320:c16:split-1|31747152:p00314:c23:split-1|34022655:p00172:c08:split-1
raw-c231,292,83,83,Integrate digital climate risk analytics into public financial management systems,digital_for_resilience,0.4011,pressures pension fiscal debt deficit pressure spending finances consolidation decline space revenues,40080119:p00237:c06:split-1|40028045:p00175:c04:split-1|33345981:p00139:c21:split-1|40072597:p00217:c07:split-1|31338295:p00124:c07:split-1
raw-c054,291,72,72,Develop national fiber pooling and open access policies for resilient connectivity,resilience_of_asset,0.5984,advancing burundi foundation eastern expanding affordable divide universal connectivity accelerate advance markets,34196069:p00147:c08:split-1|33118666:p00203:c03:split-1|33835349:p00257:c08:split-1|32321387:p00391:c03:split-1|32321387:p00183:c08:split-1
raw-c084,291,59,59,Address algorithmic fairness and gender exclusion risks in social protection targeting systems,resilience_of_asset,0.3797,stereotypes tend wages male men unemployment norms force workforce headed employed labor,40042661:p00241:c09:split-1|33813209:p00258:c01:split-1|33191006:p00124:c01:split-1|34254903:p00085:c22:split-1|32626249:p00445:c19:split-1
raw-c266,291,57,57,Establish regional frameworks for cross-border digital resilience cooperation,resilience_of_asset,0.6059,afcfta harmonized commerce flows trade border harmonization signatures consumer regionally cybercrime laws,33118666:p00205:c09:split-1|34429409:p00103:c02:split-1|34022655:p00382:c02:split-1|33822742:p00187:c05:split-1|34022655:p00227:c07:split-1
raw-c139,290,105,105,Deploy shock-responsive G2P digital payment systems linked to national ID and social registries,digital_for_resilience,0.3950,scaled initiated pilots launched phases recently scheme pilot initiative phase initiatives parallel,34022655:p00356:c04:split-1|34460895:p00098:c02:split-1|33107441:p00435:c01:split-1|40034360:p00105:c04:split-1|34295403:p00094:c11:split-1
raw-c226,290,87,87,Design oversight and transparency frameworks for parametric trigger calibration and basis risk,digital_for_resilience,0.4138,overcome problems address adapt respond challenges issues barriers feedback addressing create priorities,31167658:p00275:c07:split-1|33706639:p00282:c06:split-1|31167658:p00706:c11:split-1|34049898:p00122:c13:split-1|33985963:p00251:c04:split-1
raw-c296,289,74,74,Develop national fiber pooling and open access policies for resilient connectivity,resilience_of_asset,0.3826,revising reforms amendments reform modernize legislative legislation modernizing laws introduce implement cr,40110459:p00385:c02:split-1|34275965:p00195:c10:split-1|40045816:p00413:c14:split-1|33706639:p00137:c06:split-1|32321387:p00190:c06:split-1
raw-c269,287,84,84,Design oversight and transparency frameworks for parametric trigger calibration and basis risk,digital_for_resilience,0.4239,rated moderate macroeconomic substantial classification rating political ratings risk reflects overall strategies,33835349:p00282:c01:split-1|31338295:p00244:c01:split-1|40072597:p00216:c01:split-1|33985963:p00353:c01:split-1|33862093:p00306:c01:split-1
raw-c149,286,64,64,Incorporate resilience standards and climate screening in telecom infrastructure procurement,resilience_of_asset,0.5872,recycle jrc labeling barometer greening reuse green centre footprint recycling conservation carbon,34254903:p00178:c06:split-1|33844146:p00183:c02:split-1|40034360:p00202:c06:split-1|34428613:p00166:c06:split-1|34196134:p00152:c07:split-1
raw-c244,285,84,84,Strengthen mobile money agent network resilience for cash-out during disruptions,resilience_of_asset,0.3207,able ability feasible allowing effectively possible opportunity enable potential allow used capacity,34194833:p00116:c02:split-1|33937854:p00590:c06:split-1|40081960:p00095:c13:split-1|33191006:p00147:c04:split-1|32321387:p00386:c17:split-1
raw-c190,284,53,53,Provide emergency connectivity to displaced populations in humanitarian settings,digital_for_resilience,0.4585,basket telegeography gigabyte gni gb unaffordable adsl arpu mbit capita mbps benchmark,33812956:p00140:c01:split-1|34196069:p00128:c09:split-1|40045816:p00105:c07:split-1|33830968:p00137:c11:split-1|33985963:p00136:c15:split-1
raw-c004,282,59,59,Integrate digital climate risk analytics into public financial management systems,digital_for_resilience,0.5357,pefa pfm ifmis customs accountability transparency payroll anti debt revenue mobilization fiscal,34327188:p00241:c10:split-1|33753850:p00350:c02:split-1|33753850:p00205:c02:split-1|33753850:p00191:c02:split-1|33862093:p00121:c07:split-1
raw-c182,282,78,78,Incorporate resilience standards and climate screening in telecom infrastructure procurement,resilience_of_asset,0.4268,familiarity inadequate inefficiencies delays insufficient delayed lacks delay weak poor slow complexity,34049907:p00510:c10:split-1|34254903:p00193:c04:split-1|33862093:p00291:c07:split-1|33862093:p00313:c03:split-1|34194833:p00359:c01:split-1
raw-c181,281,60,60,Deploy climate-resilient fiber-to-the-premises in hazard-prone areas,resilience_of_asset,0.3559,resides reside living live inhabitants density localities urban concentrated unserved north provinces,31167658:p00113:c04:split-1|34204848:p00162:c02:split-1|34196069:p00115:c05:split-1|33786588:p00181:c04:split-1|34049907:p00131:c03:split-1
raw-c207,281,71,71,Build redundancy in payment processing infrastructure with backup and failover systems,resilience_of_asset,0.4641,redundant scalability fragmentation vendor decentralized failure centralized avoid multiple single point scale,33844146:p00208:c12:split-1|40095037:p00191:c18:split-1|32108178:p00552:c02:split-1|34194833:p00103:c12:split-1|33602788:p00578:c03:split-1
raw-c126,279,73,73,Integrate digital climate risk analytics into public financial management systems,digital_for_resilience,0.3387,break occurs frr profitability pessimistic return npv discount capex calculated irr scenarios,34310682:p00207:c01:split-1|34022655:p00359:c25:split-1|33118666:p00166:c05:split-1|40027697:p00127:c01:split-1|34222788:p00104:c01:split-1
raw-c157,278,72,72,Address algorithmic fairness and gender exclusion risks in social protection targeting systems,resilience_of_asset,0.3414,females male female men sex versus aged proportion percentage compared violence disaggregated,32971756:p00346:c02:split-1|33815663:p00188:c02:split-1|32527137:p00159:c03:split-1|32159890:p00184:c05:split-1|32108178:p00184:c03:split-1
raw-c302,278,64,64,Build digital business continuity capacity for SMEs and micro-enterprises,digital_for_resilience,0.4431,angel seed startups ecommerce startup investors ups grow start viable engage entrepreneurs,34428613:p00114:c19:split-1|40072597:p00141:c20:split-1|33602788:p00507:c10:split-1|40072597:p00104:c12:split-1|34429409:p00127:c14:split-1
raw-c177,277,52,52,Upgrade and harden government data centers for disaster resilience,resilience_of_asset,0.6415,arsat benavidez tier hpc nodes servers center cooling storage hosted computing hosting,34338772:p00241:c04:split-1|33937854:p00297:c04:split-1|33937854:p00186:c02:split-1|34428613:p00137:c14:split-1|34310682:p00191:c03:split-1
raw-c199,275,66,66,Establish disaster recovery sites and government cloud resilience for continuity of digital services,resilience_of_asset,0.4649,g2b accessing filing seamless stop online portal easily gov transactional accessible single,34228623:p00189:c04:split-1|40110522:p00071:c06:split-1|33862093:p00298:c21:split-1|31866361:p00145:c15:split-1|33107441:p00201:c18:split-1
raw-c119,273,60,60,Address algorithmic fairness and gender exclusion risks in social protection targeting systems,resilience_of_asset,0.5065,hotline referral survivors confidential gbv abuse exploitation trafficking sexual harassment sh violence,32971756:p00324:c05:split-1|40013198:p00217:c09:split-1|33937854:p00301:c03:split-1|33812956:p00204:c24:split-1|31889872:p00150:c14:split-1
raw-c057,272,63,63,Integrate digital climate risk analytics into public financial management systems,digital_for_resilience,0.3706,biannual pius piu consolidated awpb prepare responsibility responsible produce quarterly officer budgets,33191006:p00289:c05:split-1|34049907:p00480:c10:split-1|34022655:p00409:c17:split-1|34254903:p00182:c02:split-1|34196134:p00278:c02:split-1
raw-c099,272,82,82,Implement digital platforms for port and maritime supply chain resilience,digital_for_resilience,0.5395,transforming stop blocks justice centric foundations enablers portal select digitalization cutting upgrade,40017533:p00204:c11:split-1|40037981:p00038:c01:split-1|32108178:p00215:c01:split-1|40110459:p00332:c03:split-1|34030165:p00034:c16:split-1
raw-c029,271,92,92,Incorporate resilience standards and climate screening in telecom infrastructure procurement,resilience_of_asset,0.4719,exchanges systematic tracking eprocurement gp step tool procured procurements consultancy procurement goods,34428613:p00246:c10:split-1|34397339:p00308:c04:split-1|33118666:p00421:c01:split-1|33602788:p00327:c06:split-1|34429409:p00233:c08:split-1
raw-c300,271,65,65,Implement digital platforms for port and maritime supply chain resilience,digital_for_resilience,0.5254,transactional integrate interoperable portal interoperability service platform priority sectoral services platforms authentication,34022655:p00347:c06:split-1|34022655:p00328:c06:split-1|33819086:p00257:c08:split-1|34310682:p00144:c01:split-1|31866361:p00182:c05:split-1
raw-c137,270,75,75,Design oversight and transparency frameworks for parametric trigger calibration and basis risk,digital_for_resilience,0.3608,a2 figure table section context area see focus use,31167658:p00590:c01:split-1|31747152:p00538:c01:split-1|32159890:p00159:c01:split-1|31167658:p00589:c01:split-1|31167658:p00588:c01:split-1
raw-c205,270,57,57,Integrate digital climate risk analytics into public financial management systems,digital_for_resilience,0.3639,quantifiable quantified multiplier attributable great welfare calculated conservative assumed benefits returns dtp,32527137:p00260:c01:split-1|34397339:p00345:c05:split-1|34397339:p00223:c02:split-1|40080119:p00201:c01:split-1|31338295:p00368:c19:split-1
raw-c230,270,63,63,Establish disaster recovery sites and government cloud resilience for continuity of digital services,resilience_of_asset,0.6682,hybrid cloud computing migration burden hosting hosted storage shared backup upgrades fragmented,32971756:p00525:c08:split-1|33812956:p00171:c19:split-1|34049907:p00615:c02:split-1|33107441:p00501:c05:split-1|40072597:p00133:c07:split-1
raw-c147,269,32,32,Issue digital identity credentials to displaced and crisis-affected populations lacking documentation,digital_for_resilience,0.6364,nationality kebele ids proof exclusion historically cards obtaining identity children marginalized identification,31747152:p00731:c02:split-1|31747152:p00741:c01:split-1|33191006:p00217:c04:split-1|33812956:p00199:c07:split-1|31866361:p00144:c08:split-1
raw-c095,268,79,79,Deploy digital agriculture extension services for advisory and market access,digital_for_resilience,0.5507,toolkit singapore korea learned moldova draws lessons examples india analytical successfully experiences,33937854:p00230:c02:split-1|33421881:p00206:c02:split-1|40045816:p00218:c02:split-1|34310682:p00167:c08:split-1|34388773:p00239:c03:split-1
raw-c131,268,77,77,Deploy shock-responsive G2P digital payment systems linked to national ID and social registries,digital_for_resilience,0.4797,beneficiaries voucher subsidies farmers beneficiary matching benefit indirect subsidy households wide primary,32626249:p00376:c25:split-1|33602788:p00214:c04:split-1|34397339:p00184:c01:split-1|31167658:p00512:c01:split-1|34022655:p00391:c01:split-1
raw-c074,267,73,73,Integrate digital climate risk analytics into public financial management systems,digital_for_resilience,0.3624,furnish semester quarter days calendar submitted audited six later unaudited opinion ifrs,34428613:p00244:c14:split-1|33421881:p00306:c08:split-1|33815663:p00443:c05:split-1|31167658:p00450:c10:split-1|34201758:p00272:c04:split-1
raw-c079,267,69,69,Design oversight and transparency frameworks for parametric trigger calibration and basis risk,digital_for_resilience,0.5409,mitigation mitigated mitigate risks screening measures residual mitigating risk reduced moderate reviewed,32108178:p00320:c07:split-1|33822742:p00289:c10:split-1|31747152:p00234:c03:split-1|33706639:p00432:c01:split-1|33862093:p00298:c15:split-1
raw-c262,267,83,83,Design oversight and transparency frameworks for parametric trigger calibration and basis risk,digital_for_resilience,0.3691,cio steering committee psc manager coordinator secretary director chaired cs oversight oversee,33822742:p00265:c02:split-1|33107441:p00212:c04:split-1|33835349:p00322:c02:split-1|40110459:p00383:c25:split-1|33118666:p00276:c01:split-1
raw-c010,266,89,89,Design oversight and transparency frameworks for parametric trigger calibration and basis risk,digital_for_resilience,0.4499,roadmap action arrangements adopted plan roles strategic figure implemented details agency table,34204848:p00269:c08:split-1|33862093:p00360:c01:split-1|34049907:p00327:c02:split-1|34196069:p00277:c01:split-1|32108178:p00280:c02:split-1
raw-c125,266,68,68,Upgrade and harden government data centers for disaster resilience,resilience_of_asset,0.6427,benavidez room tier servers air prodest cooling carrier housed sized hotel center,33107441:p00502:c14:split-1|34460895:p00189:c05:split-1|33937854:p00587:c01:split-1|31889872:p00191:c02:split-1|31338295:p00280:c07:split-1
raw-c229,264,48,48,Deploy telemedicine and digital health platforms for continued healthcare access during crises,digital_for_resilience,0.5167,coronavirus vaccination closures pandemic covid outbreak distancing wake spread crisis disease urgent,32159893:p00339:c10:split-1|32971756:p00733:c02:split-1|32159893:p00157:c04:split-1|32527137:p00170:c04:split-1|33107441:p00146:c03:split-1
raw-c250,264,60,60,Deploy shock-responsive G2P digital payment systems linked to national ID and social registries,digital_for_resilience,0.4837,scoring electronically authenticator authenticators certificates kyc cards card authorized signatures licenses paper,31747152:p00661:c14:split-1|40072597:p00130:c07:split-1|33118666:p00210:c01:split-1|32159893:p00464:c02:split-1|32108178:p00217:c03:split-1
raw-c308,263,87,87,Deploy shock-responsive G2P digital payment systems linked to national ID and social registries,digital_for_resilience,0.3956,ilap sequence pt oc gds ncs category expenditure cs excluding expenditures eligible,34460895:p00166:c05:split-1|33786588:p00490:c09:split-1|33706639:p00519:c02:split-1|34103719:p00078:c01:split-1|40100650:p00114:c02:split-1
raw-c307,262,63,63,Deploy climate-resilient fiber-to-the-premises in hazard-prone areas,resilience_of_asset,0.7308,aerial damage underground resistant outages cables habitats flooding landslides disruption poles soil,40052992:p00300:c15:split-1|33118666:p00263:c17:split-1|34338772:p00682:c02:split-1|40042661:p00187:c22:split-1|31866361:p00158:c03:split-1
raw-c316,262,54,54,Establish data protection and consent protocols for beneficiary registries used in emergency disbursements,resilience_of_asset,0.5826,improper minimization legitimate consent personal privacy misuse collected processing disclosure protection parties,33835349:p00274:c15:split-1|31747152:p00623:c10:split-1|40080119:p00138:c03:split-1|34049898:p00236:c16:split-1|31747152:p00279:c04:split-1
raw-c071,261,53,53,Establish data protection and consent protocols for beneficiary registries used in emergency disbursements,resilience_of_asset,0.5830,unauthorized protect integrity misuse privacy personal safeguard consent securely secure trusted protection,31747152:p00667:c10:split-1|34275965:p00149:c05:split-1|31747152:p00724:c08:split-1|31747152:p00362:c07:split-1|33862093:p00188:c11:split-1
raw-c248,261,66,66,"Enable digital credit, savings, and microinsurance products to build household liquidity buffers",digital_for_resilience,0.3606,productivity generating boosting stimulate incomes welfare revenues boost exports returns generate contributing,33118666:p00360:c11:split-1|33118666:p00291:c14:split-1|33602788:p00532:c02:split-1|33859017:p00023:c18:split-1|33421881:p00155:c02:split-1
raw-c265,261,82,82,Incorporate resilience standards and climate screening in telecom infrastructure procurement,resilience_of_asset,0.5018,infraco passive infrastructure deployed facilities land build deployment existing leveraging expansion power,40045816:p00134:c02:split-1|34049907:p00144:c10:split-1|31338295:p00132:c09:split-1|34338772:p00754:c05:split-1|33835349:p00196:c06:split-1
raw-c015,256,67,67,Deploy crowdsourced disaster reporting and social media monitoring for situational awareness,digital_for_resilience,0.4622,citizens citizen businesses employees engage society engagement servants governments public serve feedback,32321387:p00272:c06:split-1|33107441:p00197:c03:split-1|34460895:p00159:c09:split-1|33822742:p00181:c09:split-1|33191006:p00301:c14:split-1
raw-c220,255,86,86,Build redundancy in payment processing infrastructure with backup and failover systems,resilience_of_asset,0.3640,perform operate tasks manage handle oversee mandate function maintain functions roles monitor,34380807:p00027:c05:split-1|34194833:p00251:c06:split-1|40045816:p00286:c03:split-1|32971756:p00175:c09:split-1|34338772:p00217:c04:split-1
